INFO admin 2020-07-12 18:55:41,293 - Requested for report generation.
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Cambria' (cambriab.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Microsoft YaHei' (msyhl.ttc) normal normal light normal>) = 10.24
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Arial' (ariblk.ttf) normal normal black normal>) = 6.888636363636364
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Segoe UI' (segoeuii.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Calibri' (calibrii.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Webdings' (webdings.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Impact' (impact.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Segoe Print' (segoeprb.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Candara' (Candarali.ttf) italic normal light normal>) = 11.24
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Lucida Sans Unicode' (l_10646.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Calibri' (calibrii.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Georgia' (georgiaz.ttf) italic normal 700 normal>) = 11.335
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Marlett' (marlett.ttf) normal normal 400 normal>) = 10.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Palatino Linotype' (palai.ttf) italic normal 400 normal>) = 11.05
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: score(<Font 'Constantia' (constanb.ttf) normal normal 700 normal>) = 10.335
DEBUG matplotlib.font_manager 2020-07-13 13:35:44,302 - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to DejaVu Sans ('c:\\python 3.8.2\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000.
DEBUG admin 2020-07-13 13:35:44,365 - Packing returned image as a stream of bytes to the Response object
INFO admin 2020-07-13 13:35:44,365 - Plotted elbow curve successfully
DEBUG admin 2020-07-13 13:35:44,365 - Writing optimal k value
INFO admin 2020-07-13 13:35:44,365 - Obtained optimal value of K using Elbow curve successfully
INFO werkzeug 2020-07-13 13:35:44,365 - 127.0.0.1 - - [13/Jul/2020 13:35:44] "[37mPOST /clustering/elbow?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 13:49:00,766 - Requested to get optimal k value
DEBUG admin 2020-07-13 13:49:00,766 - Reading datafile for optimal k value after elbow method
INFO admin 2020-07-13 13:49:00,766 - Get request for optimal k value served successfully
INFO werkzeug 2020-07-13 13:49:00,766 - 127.0.0.1 - - [13/Jul/2020 13:49:00] "[37mGET /clustering/elbow?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 15:13:39,211 - Requested to extract data.
DEBUG admin 2020-07-13 15:13:39,211 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 15:13:54,002 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 15:13:54,002 - 127.0.0.1 - - [13/Jul/2020 15:13:54] "[37mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 15:21:45,109 - Requested to get extracted data.
DEBUG admin 2020-07-13 15:21:45,109 - Searching for requested datafile
INFO admin 2020-07-13 15:21:45,109 - Get request served successfully
INFO werkzeug 2020-07-13 15:21:45,124 - 127.0.0.1 - - [13/Jul/2020 15:21:45] "[37mGET /extract?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 15:25:01,577 - Requested to extract data.
DEBUG admin 2020-07-13 15:25:01,577 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 15:25:02,264 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 15:25:02,264 - 127.0.0.1 - - [13/Jul/2020 15:25:02] "[37mPOST /extract?no_of_docs=1&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO werkzeug 2020-07-13 15:25:11,622 - 127.0.0.1 - - [13/Jul/2020 15:25:11] "[31m[1mGET /extract HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 15:25:21,555 - Requested to get extracted data.
DEBUG admin 2020-07-13 15:25:21,556 - Searching for requested datafile
INFO admin 2020-07-13 15:25:21,556 - Get request served successfully
INFO werkzeug 2020-07-13 15:25:21,558 - 127.0.0.1 - - [13/Jul/2020 15:25:21] "[37mGET /extract?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO werkzeug 2020-07-13 15:25:21,815 - 127.0.0.1 - - [13/Jul/2020 15:25:21] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
INFO admin 2020-07-13 15:28:50,133 - Requested to get extracted data.
DEBUG admin 2020-07-13 15:28:50,133 - Searching for requested datafile
ERROR admin 2020-07-13 15:28:50,133 - Exception occurred while reading datafile:IndexError('list index out of range')
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 161, in get
    data = ex.get_recent_file('extract_' + args['uname'] + '_' + fname)
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\extract.py", line 294, in get_recent_file
    return names[0]
IndexError: list index out of range
INFO werkzeug 2020-07-13 15:28:50,133 - 127.0.0.1 - - [13/Jul/2020 15:28:50] "[31m[1mGET /extract?uname=admin&fname=I_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 16:11:09,607 - Requested to pre-process data.
DEBUG admin 2020-07-13 16:11:09,607 - Reading data from datafile
DEBUG admin 2020-07-13 16:11:09,607 - Pre-processing text data
DEBUG admin 2020-07-13 16:11:12,497 - Pre-processed data
DEBUG admin 2020-07-13 16:11:12,497 - Writting pre-processed data to datafile
DEBUG admin 2020-07-13 16:11:12,513 - Made entry of pre-processed data in datafile successfully
INFO werkzeug 2020-07-13 16:11:12,513 - 127.0.0.1 - - [13/Jul/2020 16:11:12] "[37mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 16:14:23,225 - Requested to pre-process data.
DEBUG admin 2020-07-13 16:14:23,225 - Reading data from datafile
ERROR admin 2020-07-13 16:14:23,225 - Failed to read datafile
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 316, in post
    jsondata = ex.read_json(ex.get_recent_file('extract_' + args['uname'] + '_' + fname))
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\extract.py", line 294, in get_recent_file
    return names[0]
IndexError: list index out of range
INFO werkzeug 2020-07-13 16:14:23,225 - 127.0.0.1 - - [13/Jul/2020 16:14:23] "[31m[1mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 16:25:14,206 - Requested to get pre-processed data.
DEBUG admin 2020-07-13 16:25:14,206 - Reading pre-processed datafile
INFO admin 2020-07-13 16:25:14,206 - Get request for pre-processed data served successfully
INFO werkzeug 2020-07-13 16:25:14,206 - 127.0.0.1 - - [13/Jul/2020 16:25:14] "[37mGET /preprocess?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 16:29:01,043 - Requested to extract data.
DEBUG admin 2020-07-13 16:29:01,043 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 16:29:02,602 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 16:29:02,602 - 127.0.0.1 - - [13/Jul/2020 16:29:02] "[37mPOST /extract?no_of_docs=1&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 16:29:18,066 - Requested to pre-process data.
DEBUG admin 2020-07-13 16:29:18,066 - Reading data from datafile
DEBUG admin 2020-07-13 16:29:18,066 - Pre-processing text data
DEBUG admin 2020-07-13 16:29:18,488 - Pre-processed data
DEBUG admin 2020-07-13 16:29:18,488 - Writting pre-processed data to datafile
DEBUG admin 2020-07-13 16:29:18,488 - Made entry of pre-processed data in datafile successfully
INFO werkzeug 2020-07-13 16:29:18,488 - 127.0.0.1 - - [13/Jul/2020 16:29:18] "[37mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO werkzeug 2020-07-13 16:29:26,762 - 127.0.0.1 - - [13/Jul/2020 16:29:26] "[31m[1mGET /preprocess HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 16:29:35,447 - Requested to get pre-processed data.
DEBUG admin 2020-07-13 16:29:35,447 - Reading pre-processed datafile
INFO admin 2020-07-13 16:29:35,448 - Get request for pre-processed data served successfully
INFO werkzeug 2020-07-13 16:29:35,449 - 127.0.0.1 - - [13/Jul/2020 16:29:35] "[37mGET /preprocess?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 16:30:48,580 - Requested to extract data.
ERROR admin 2020-07-13 16:30:48,580 - Failed to extract links and ISINs from JSON object.
INFO werkzeug 2020-07-13 16:30:48,580 - 127.0.0.1 - - [13/Jul/2020 16:30:48] "[31m[1mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 16:31:02,569 - Requested to extract data.
DEBUG admin 2020-07-13 16:31:02,569 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 16:31:14,046 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 16:31:14,046 - 127.0.0.1 - - [13/Jul/2020 16:31:14] "[37mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 16:31:26,205 - Requested to pre-process data.
DEBUG admin 2020-07-13 16:31:26,205 - Reading data from datafile
DEBUG admin 2020-07-13 16:31:26,205 - Pre-processing text data
DEBUG admin 2020-07-13 16:31:30,126 - Pre-processed data
DEBUG admin 2020-07-13 16:31:30,126 - Writting pre-processed data to datafile
DEBUG admin 2020-07-13 16:31:30,126 - Made entry of pre-processed data in datafile successfully
INFO werkzeug 2020-07-13 16:31:30,126 - 127.0.0.1 - - [13/Jul/2020 16:31:30] "[37mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 16:31:34,886 - Requested to get pre-processed data.
DEBUG admin 2020-07-13 16:31:34,887 - Reading pre-processed datafile
INFO admin 2020-07-13 16:31:34,887 - Get request for pre-processed data served successfully
INFO werkzeug 2020-07-13 16:31:34,888 - 127.0.0.1 - - [13/Jul/2020 16:31:34] "[37mGET /preprocess?uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO werkzeug 2020-07-13 18:54:47,458 - 127.0.0.1 - - [13/Jul/2020 18:54:47] "[31m[1mGET /extract HTTP/1.1[0m" 400 -
INFO werkzeug 2020-07-13 18:55:11,926 - 127.0.0.1 - - [13/Jul/2020 18:55:11] "[31m[1mGET /extract?uname=admin HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 19:00:33,902 - Requested to extract data.
DEBUG admin 2020-07-13 19:00:33,902 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 19:00:41,611 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 19:00:41,612 - 127.0.0.1 - - [13/Jul/2020 19:00:41] "[37mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 19:00:52,686 - Requested to pre-process data.
DEBUG admin 2020-07-13 19:00:52,686 - Reading data from datafile
DEBUG admin 2020-07-13 19:00:52,688 - Pre-processing text data
DEBUG admin 2020-07-13 19:00:58,078 - Pre-processed data
DEBUG admin 2020-07-13 19:00:58,078 - Writting pre-processed data to datafile
DEBUG admin 2020-07-13 19:00:58,079 - Made entry of pre-processed data in datafile successfully
INFO werkzeug 2020-07-13 19:00:58,080 - 127.0.0.1 - - [13/Jul/2020 19:00:58] "[37mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 19:01:19,176 - Requested to cluster documents.
DEBUG admin 2020-07-13 19:01:19,176 - Reading datafile..
DEBUG admin 2020-07-13 19:01:19,177 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-13 19:01:19,177 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-13 19:01:19,177 - Calculating tf-idf
DEBUG admin 2020-07-13 19:01:19,194 - Calculating variance threshold
DEBUG admin 2020-07-13 19:01:19,198 - Applying PCA
DEBUG admin 2020-07-13 19:01:19,204 - Applying K-Means algorithm
DEBUG admin 2020-07-13 19:01:19,225 - Sorting clusters
DEBUG admin 2020-07-13 19:01:19,225 - Converting to JSON format
DEBUG admin 2020-07-13 19:01:19,226 - Writting summary
DEBUG admin 2020-07-13 19:01:19,227 - Writting clustering information to datafile
INFO werkzeug 2020-07-13 19:01:19,228 - 127.0.0.1 - - [13/Jul/2020 19:01:19] "[37mPOST /clustering/kmeans?k=4&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 21:03:14,246 - Requested to extract data.
DEBUG admin 2020-07-13 21:03:14,261 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-13 21:03:25,394 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-13 21:03:25,394 - 127.0.0.1 - - [13/Jul/2020 21:03:25] "[37mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-13 21:03:38,654 - Requested to export extracted data.
DEBUG admin 2020-07-13 21:03:38,657 - Checking if filepath has valid format
DEBUG admin 2020-07-13 21:03:38,657 - Exporting data to excel file
INFO admin 2020-07-13 21:03:38,706 - Exported successfully
ERROR admin 2020-07-13 21:03:38,707 - Exception occurred:FileNotFoundError(2, 'No such file or directory')
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 259, in post
    return send_file(ex.give_filename(args['filepath'].split('.')[0] + '_' + args['uname'] + '_' + args['fname'] + '.', args['filepath'].split('.')[1]))
  File "c:\python 3.8.2\lib\site-packages\flask\helpers.py", line 629, in send_file
    file = open(filename, "rb")
FileNotFoundError: [Errno 2] No such file or directory: 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\extract_admin_ISINS_v3.xlsx._13-07-2020_21-03-38xlsx'
INFO werkzeug 2020-07-13 21:03:38,708 - 127.0.0.1 - - [13/Jul/2020 21:03:38] "[31m[1mPOST /extract/export?filepath=extract.xlsx&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-13 21:06:23,653 - Requested to export extracted data.
DEBUG admin 2020-07-13 21:06:23,656 - Checking if filepath has valid format
DEBUG admin 2020-07-13 21:06:23,656 - Exporting data to excel file
INFO admin 2020-07-13 21:06:23,779 - Exported successfully
ERROR admin 2020-07-13 21:06:23,779 - Exception occurred:FileNotFoundError(2, 'No such file or directory')
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 259, in post
    logger.info('Exported successfully')
  File "c:\python 3.8.2\lib\site-packages\flask\helpers.py", line 629, in send_file
    file = open(filename, "rb")
FileNotFoundError: [Errno 2] No such file or directory: 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\extract_admin_ISINS_v3.xlsx._13-07-2020_21-06-23xlsx'
INFO werkzeug 2020-07-13 21:06:23,781 - 127.0.0.1 - - [13/Jul/2020 21:06:23] "[31m[1mPOST /extract/export?filepath=extract.xlsx&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 400 -
INFO admin 2020-07-14 09:14:47,535 - Requested to extract data.
DEBUG admin 2020-07-14 09:14:47,582 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-14 09:14:54,405 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-14 09:14:54,421 - 127.0.0.1 - - [14/Jul/2020 09:14:54] "[37mPOST /extract?no_of_docs=10&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-14 09:15:12,353 - Requested to extract data.
DEBUG admin 2020-07-14 09:15:12,353 - Extracted links and ISINs from JSON object.
INFO admin 2020-07-14 09:15:50,829 - Made entry for extracted data in datafile successfully.
INFO werkzeug 2020-07-14 09:15:50,829 - 127.0.0.1 - - [14/Jul/2020 09:15:50] "[37mPOST /extract?no_of_docs=50&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-14 09:16:01,956 - Requested to pre-process data.
DEBUG admin 2020-07-14 09:16:01,956 - Reading data from datafile
DEBUG admin 2020-07-14 09:16:01,971 - Pre-processing text data
DEBUG admin 2020-07-14 09:16:26,115 - Pre-processed data
DEBUG admin 2020-07-14 09:16:26,115 - Writting pre-processed data to datafile
DEBUG admin 2020-07-14 09:16:26,130 - Made entry of pre-processed data in datafile successfully
INFO werkzeug 2020-07-14 09:16:26,130 - 127.0.0.1 - - [14/Jul/2020 09:16:26] "[37mPOST /preprocess?steps=url&steps=stemming&steps=lemmatization&steps=stopwords&steps=unusual&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-14 09:16:48,330 - Requested to cluster documents.
DEBUG admin 2020-07-14 09:16:48,330 - Reading datafile..
DEBUG admin 2020-07-14 09:16:48,330 - Setting default value of threshold for Variance Threshold to 0.0001
DEBUG admin 2020-07-14 09:16:48,330 - Setting default value of number of components for PCA to 0.8
DEBUG admin 2020-07-14 09:16:48,330 - Calculating tf-idf
DEBUG admin 2020-07-14 09:16:48,487 - Calculating variance threshold
DEBUG admin 2020-07-14 09:16:48,550 - Applying PCA
DEBUG admin 2020-07-14 09:16:48,800 - Applying K-Means algorithm
DEBUG admin 2020-07-14 09:16:48,940 - Sorting clusters
DEBUG admin 2020-07-14 09:16:48,940 - Converting to JSON format
DEBUG admin 2020-07-14 09:16:48,956 - Writting summary
DEBUG admin 2020-07-14 09:16:48,956 - Writting clustering information to datafile
INFO werkzeug 2020-07-14 09:16:48,971 - 127.0.0.1 - - [14/Jul/2020 09:16:48] "[37mPOST /clustering/kmeans?k=4&format=csv&uname=admin&fname=ISINS_v3.xlsx HTTP/1.1[0m" 200 -
INFO admin 2020-07-14 09:17:33,382 - Requested to get clustering summary.
DEBUG admin 2020-07-14 09:17:33,382 - Reading datafile for clustering summary
INFO admin 2020-07-14 09:17:33,382 - Get request for clustering summary served successfully
DEBUG admin 2020-07-14 09:17:33,382 - Returning summary
INFO werkzeug 2020-07-14 09:17:33,382 - 127.0.0.1 - - [14/Jul/2020 09:17:33] "[37mGET /clustering/summary?uname=admin&content_type=summary HTTP/1.1[0m" 200 -
INFO admin 2020-07-14 09:24:15,133 - Requested to get clustering summary.
DEBUG admin 2020-07-14 09:24:15,133 - Reading datafile for clustering summary
INFO admin 2020-07-14 09:24:15,133 - Get request for clustering summary served successfully
DEBUG admin 2020-07-14 09:24:15,133 - Returning clustering details
INFO werkzeug 2020-07-14 09:24:15,133 - 127.0.0.1 - - [14/Jul/2020 09:24:15] "[37mGET /clustering/summary?uname=admin&content_type=clust HTTP/1.1[0m" 200 -
INFO werkzeug 2020-07-14 09:26:33,464 -  * Detected change in 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\api.py', reloading
INFO werkzeug 2020-07-14 09:26:34,053 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:26:37,599 -  * Detected change in 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\api.py', reloading
INFO werkzeug 2020-07-14 09:26:37,839 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:26:41,244 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:26:44,975 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:26:51,402 -  * Detected change in 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\api.py', reloading
INFO werkzeug 2020-07-14 09:26:51,623 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:26:55,106 -  * Detected change in 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\api.py', reloading
INFO werkzeug 2020-07-14 09:26:55,365 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:26:59,141 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:27:03,896 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:36:14,211 -  * Detected change in 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\api.py', reloading
INFO werkzeug 2020-07-14 09:36:14,446 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:45:43,918 - 127.0.0.1 - - [14/Jul/2020 09:45:43] "[35m[1mPOST /report?username=admin&kind=1 HTTP/1.1[0m" 500 -
INFO admin 2020-07-14 09:45:59,975 - Requested for report generation. Previous report deleted.
ERROR admin 2020-07-14 09:45:59,975 - Exception occurred:NameError("name 'p' is not defined")
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 1644, in post
    for a, b, c in os.walk(p):
NameError: name 'p' is not defined
INFO werkzeug 2020-07-14 09:45:59,975 - 127.0.0.1 - - [14/Jul/2020 09:45:59] "[31m[1mPOST /report?uname=admin&kind=1 HTTP/1.1[0m" 400 -
INFO werkzeug 2020-07-14 09:46:27,992 -  * Detected change in 'C:\\Users\\ASHWIN\\Desktop\\FinIQ\\Assignments_FinIQ\\NLP_Citi\\pre-processing-and-API\\api.py', reloading
INFO werkzeug 2020-07-14 09:46:28,217 -  * Restarting with stat
INFO werkzeug 2020-07-14 09:46:31,696 -  * Restarting with stat
INFO admin 2020-07-14 09:46:34,789 - Requested for report generation. Previous report deleted.
DEBUG admin 2020-07-14 09:46:34,789 - Checking for json input
DEBUG admin 2020-07-14 09:46:34,789 - Fetching URLs
DEBUG admin 2020-07-14 09:46:34,789 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007930/dp108304_424b2-us1972721.htm URL
DEBUG admin 2020-07-14 09:46:36,893 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319008018/dp108385_424b2-us1972668.htm URL
DEBUG admin 2020-07-14 09:46:37,769 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319008084/dp108463_424b2-us1972667.htm URL
DEBUG admin 2020-07-14 09:46:38,789 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009058/dp109430_424b2-us1972617.htm URL
DEBUG admin 2020-07-14 09:46:39,679 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007911/dp108280_424b2-us1972550.htm URL
DEBUG admin 2020-07-14 09:46:40,711 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009050/dp109447_424b2-us1972547.htm URL
DEBUG admin 2020-07-14 09:46:41,621 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007828/dp108206_424b2-us1972545.htm URL
DEBUG admin 2020-07-14 09:46:42,594 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009060/dp109497_424b2-us1972484.htm URL
DEBUG admin 2020-07-14 09:46:43,585 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007527/dp107872_fwp-us1972482.htm URL
DEBUG admin 2020-07-14 09:46:44,316 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007524/dp107870_fwp-us1972480.htm URL
DEBUG admin 2020-07-14 09:46:45,265 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319008572/dp109026_424b2-us1972369.htm URL
DEBUG admin 2020-07-14 09:46:46,078 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007525/dp107868_fwp-us1972350.htm URL
DEBUG admin 2020-07-14 09:46:46,859 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009080/dp109492_424b2-us1972281.htm URL
DEBUG admin 2020-07-14 09:46:47,812 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007870/dp108232_424b2-us1972280.htm URL
DEBUG admin 2020-07-14 09:46:49,190 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319007155/dp107611_424b2-us1972269.htm URL
DEBUG admin 2020-07-14 09:46:50,178 - Fetching https://www.sec.gov/Archives/edgar/data/831001/000095010319009048/dp109444_424b2-us1972158.htm URL
DEBUG admin 2020-07-14 09:46:51,069 - Using bruteforce method for report generation
INFO admin 2020-07-14 09:46:52,990 - Report generated successfully
INFO werkzeug 2020-07-14 09:46:52,990 - 127.0.0.1 - - [14/Jul/2020 09:46:52] "[37mPOST /report?uname=admin&kind=1 HTTP/1.1[0m" 200 -
INFO admin 2020-07-14 10:02:19,870 - Requested for report generation. Previous report deleted.
ERROR admin 2020-07-14 10:02:19,870 - Exception occurred:NameError("name 'p' is not defined")
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 1646, in post
    os.remove(os.path.join(p, user + '.json'))
NameError: name 'p' is not defined
INFO werkzeug 2020-07-14 10:02:19,870 - 127.0.0.1 - - [14/Jul/2020 10:02:19] "[31m[1mPOST /report?uname=admin&kind=10 HTTP/1.1[0m" 400 -
INFO admin 2020-07-14 10:02:32,551 - Requested for report generation. Previous report deleted.
ERROR admin 2020-07-14 10:02:32,551 - Exception occurred:NameError("name 'p' is not defined")
Traceback (most recent call last):
  File "C:\Users\ASHWIN\Desktop\FinIQ\Assignments_FinIQ\NLP_Citi\pre-processing-and-API\api.py", line 1646, in post
    os.remove(os.path.join(p, user + '.json'))
NameError: name 'p' is not defined
